time,flow,pressure,tank,temp,rain,leak_label,flow_mean_3h,flow_std_3h,pressure_mean_3h,pressure_delta,pf_ratio,hour,is_night,flow_lag1
2025-01-01 00:00:00,50.993428306022466,5.0307801768892055,60.66288126866741,25.0,0,0,50.993428306022466,0.0,5.0307801768892055,0.0,0.09865545905333056,0,1,50.993428306022466
2025-01-01 01:00:00,49.76714260872319,4.832476724355237,61.217145485007926,25.04367121106556,0,0,50.38028545737283,0.8671149322323913,4.931628450622221,-0.09915172626698432,0.0971017497477633,1,1,50.993428306022466
2025-01-01 02:00:00,51.38271616672385,4.872167518977455,60.26836398083483,25.08733909052247,0,0,50.714429027156505,0.8431488175485534,4.9118081400739655,-0.039640621096510564,0.09482113417958242,2,1,49.76714260872319
2025-01-01 03:00:00,53.17706001983228,5.084802836375189,58.83417960297153,25.131000307016233,0,0,51.4423062650931,1.7057395529546593,4.92981569323596,0.15498714313922957,0.09562023058173189,3,1,51.38271616672385
2025-01-01 04:00:00,49.706344780254,5.031050139710408,60.57436613279758,25.17465152970067,0,0,51.42204032227005,1.7356917527220328,4.9960068316876844,0.03504330802272371,0.10121544967220279,4,1,53.17706001983228
2025-01-01 05:00:00,49.750015514593656,4.9990481702244045,59.566984585873215,25.21828942849201,0,0,50.87780677155998,1.9913314410282086,5.038300382103334,-0.0392522118789298,0.10048334695040725,5,0,49.706344780254
2025-01-01 06:00:00,53.42033630533773,5.022767481363417,59.733383932282706,25.261910674322944,0,0,50.958898866728454,2.1317791821386995,5.017621930432743,0.005145550930673259,0.09402350742666586,6,0,49.750015514593656
2025-01-01 07:00:00,51.8403813977024,5.059153457847711,60.89201877022649,25.30551193939658,0,0,51.67024440587793,1.8410658933705628,5.026989703145177,0.032163754702533964,0.09759097490901102,7,0,53.42033630533773
2025-01-01 08:00:00,49.41014112557045,4.973883074363407,61.58758613083498,25.349089897440347,2,0,51.55695294287019,2.020065620645431,5.018601337858178,-0.04471826349477137,0.1006652250002202,8,0,51.8403813977024
2025-01-01 09:00:00,51.477761311131644,4.953483823807287,60.41421628208903,25.392641223959714,0,0,50.9094279448015,1.3110183280702536,4.995506785339468,-0.04202296153218121,0.09622570215598002,9,0,49.41014112557045
2025-01-01 10:00:00,49.5093272108669,5.054344520317183,60.74541186958299,25.43616259649183,0,0,50.132409882523,1.1661635047126173,4.993903806162625,0.06044071415455754,0.1020887316182124,10,0,51.477761311131644
2025-01-01 11:00:00,49.54819118771847,4.940357808564715,62.18241962673041,25.479650694858993,0,0,50.178426569905675,1.1254246662890248,4.982728717563062,-0.042370908998346835,0.09970813445317353,11,0,49.5093272108669
2025-01-01 12:00:00,51.007026744554004,5.082443798264247,60.76457452813446,25.52310220142193,0,0,50.02151504771313,0.8536993502585268,5.025715375715382,0.0567284225488649,0.09964203018684807,12,0,49.54819118771847
2025-01-01 13:00:00,46.73995331201731,4.874770898828793,63.16911113895072,25.566513801332906,0,0,49.098390414763266,2.1688060012777672,4.965857501885918,-0.0910866030571249,0.10429558544894514,13,0,51.007026744554004
2025-01-01 14:00:00,47.16004651776253,5.1513418189588505,61.176533524424705,25.609882182788596,0,0,48.302342191444616,2.3517245744877817,5.03618550535063,0.1151563136082201,0.10923105658489064,14,0,46.73995331201731
2025-01-01 15:00:00,49.5286289788008,5.0990682222688815,58.89384532008969,25.653204037282748,0,0,47.809542936193544,1.5035166084196212,5.041726980018841,0.05734124225004056,0.10295193354735191,15,0,47.16004651776253
2025-01-01 16:00:00,48.670813819189725,5.080777857010709,61.451521415985226,25.696476059858572,0,0,48.453163105251015,1.1991974790012936,5.11039596607948,-0.029618109068771048,0.10439064716474566,16,0,49.5286289788008
2025-01-01 17:00:00,51.36818961455143,5.156793555023103,61.12289657957297,25.73969494936089,0,0,49.855877470847325,1.3781428543553933,5.112213211434231,0.04458034358887275,0.10038884946752051,17,0,48.670813819189725
2025-01-01 18:00:00,48.96680925764552,5.228403615506185,62.07503520200218,25.782857408687946,0,0,49.66860423046222,1.4793059802670616,5.155325009179999,0.07307860632618546,0.10677443737903754,18,0,51.36818961455143
2025-01-01 19:00:00,48.0013527423724,5.1666060167094345,61.50199307535358,25.825960145042973,5,0,49.44545053818978,1.7337014557145825,5.183934395746241,-0.017328379036806396,0.1076345897334287,19,0,48.96680925764552
2025-01-01 20:00:00,53.80029740802848,4.884374540032403,60.733869208999884,25.868999870185366,0,0,50.25615313601546,3.1070477203211397,5.093128057416007,-0.20875351738360415,0.09078712729414008,20,0,48.0013527423724
2025-01-01 21:00:00,50.46042069970847,4.943776328422359,59.69152378843253,25.91197330068155,0,0,50.754023616703115,2.9105999061166195,4.998252295054733,-0.05447596663237331,0.09797334548337557,21,0,53.80029740802848
2025-01-01 22:00:00,51.089933567531304,5.012502339766151,60.75027813243196,25.95487715815546,0,0,51.783550558422746,1.7746894106390976,4.946884402740305,0.06561793702584584,0.0981113478064953,22,0,50.46042069970847
2025-01-01 23:00:00,48.14821179711174,5.080820593722571,60.15224200451543,25.99770816953865,0,0,49.89952202145051,1.5489955581258974,5.012366420637027,0.06845417308554413,0.10552459371923673,23,1,51.089933567531304
2025-01-02 00:00:00,49.95169761826964,5.13318081583887,60.46568095303914,26.040463067320005,0,0,49.7299476609709,1.4833447091999927,5.075501249775864,0.057679566063005616,0.10276288810650032,0,1,48.14821179711174
2025-01-02 01:00:00,51.3049837692147,5.012019113973188,61.678204797962486,26.08313858979497,0,0,49.80163106153202,1.583727343816486,5.075340174511543,-0.06332106053835496,0.09769068515503439,1,1,49.95169761826964
2025-01-02 02:00:00,48.82374432646983,5.1064229397013055,62.80293210701722,26.125731481314432,0,0,50.02680857131805,1.2423238444580793,5.083874289837788,0.022548649863517234,0.10458892298319553,2,1,51.3049837692147
2025-01-02 03:00:00,51.919634529224396,5.015333962391139,61.571078732282054,26.16823849253305,0,0,50.68278754163631,1.6390485490330924,5.04459200535521,-0.029258042964070974,0.09659801944426441,3,1,48.82374432646983
2025-01-02 04:00:00,50.00937900081956,5.032818738217802,60.023881303542005,26.210656380657166,0,0,50.25091928550459,1.5620148266652951,5.051525213436749,-0.01870647521894675,0.10063749516861285,4,1,51.919634529224396
2025-01-02 05:00:00,50.66959441010563,4.956373996811788,61.707700933323764,26.252981909692185,0,0,50.86620264671652,0.9701856239801274,5.001508899140243,-0.04513490232845552,0.09781751673160746,5,0,50.00937900081956
2025-01-02 06:00:00,50.09179862623064,5.007756758275748,62.503039561211146,26.295211850689434,0,0,50.25692401238528,0.3597511522277713,4.998983164435113,0.00877359384063503,0.09997158807713168,6,0,50.66959441010563
2025-01-02 07:00:00,55.04189935101038,4.967921059483489,60.73991006363002,26.33734298199251,0,0,51.93443079578222,2.7066090608480398,4.977350604857008,-0.009429545373519588,0.09025707738654222,7,0,50.09179862623064
2025-01-02 08:00:00,51.35237764000718,5.008480174350155,61.258934953044225,26.37937208948304,0,0,52.162025205749394,2.572454310945167,4.994719330703131,0.013760843647024679,0.09753161016086198,8,0,55.04189935101038
2025-01-02 09:00:00,49.30587410891411,5.214377292631557,61.45087289955065,26.421295966825905,0,0,51.90005036664389,2.9069667105279344,5.063592842155067,0.1507844504764897,0.10575569911523261,9,0,51.35237764000718
2025-01-02 10:00:00,53.10820123992019,5.016985572282718,60.69449158563954,26.46311141571381,0,0,51.25548432961383,1.903014487069249,5.0799476797548095,-0.06296210747209141,0.09446724537234605,10,0,49.30587410891411
2025-01-02 11:00:00,49.06312794616927,5.378041862019971,62.17084731124379,26.504815246111313,0,0,50.49240109833452,2.268598512390755,5.203134908978082,0.17490695304188897,0.1096147346803057,11,0,53.10820123992019
2025-01-02 12:00:00,51.96413146650767,5.166978607894713,61.44476666876811,26.546404276498162,5,0,51.37848688419904,2.0851592674289385,5.1873353473991335,-0.02035673950442085,0.0994335585458869,12,0,49.06312794616927
2025-01-02 13:00:00,47.66853508635248,5.138937692761444,62.02836533963049,26.587875334112027,0,0,49.5652648330098,2.191379281444704,5.227986054225376,-0.08904836146393169,0.1078056536800744,13,0,51.96413146650767
